Raman Shift,Rover_Sol_001,Rover_Sol_002,Rover_Sol_003,Rover_Sol_004,Rover_Sol_005,Rover_Sol_006,Rover_Sol_007,Rover_Sol_008,Rover_Sol_009,Rover_Sol_010
1417.5,6600.35,675.63,4266.4,6353.11,882.22,2412.69,16898.42,2663.79,581.09,4037.98
1420.0,7761.55,357.7,4571.67,7566.79,1312.52,2699.4,18880.57,3872.99,654.19,4772.14
1422.5,7919.99,1011.84,4514.45,8172.27,942.39,2639.7,20102.63,4992.84,927.16,5581.75
1425.0,9195.82,715.68,5104.34,8856.97,1265.76,2321.66,21825.65,6159.34,816.6,6758.62
1427.5,10229.72,510.17,5006.48,9604.03,1169.64,2664.96,23568.08,6807.45,922.87,7525.84
1430.0,10597.16,679.63,5348.67,10387.72,1215.66,3036.64,23753.33,7588.74,780.99,8500.77
1432.5,11487.38,1210.24,5474.97,10510.83,1060.24,2584.56,25458.04,9037.85,792.95,8947.43
1435.0,11969.51,1056.26,5589.32,10679.66,1304.97,2596.54,24603.13,9063.24,406.55,8900.53
1437.5,10873.62,815.82,5595.37,10065.1,976.16,2612.06,24850.24,9782.87,666.92,8628.49
1440.0,10554.64,1059.89,5389.94,10361.73,1367.22,1928.29,24135.74,9194.6,683.78,7968.4
1442.5,10229.75,477.21,5238.46,8879.99,1123.32,2511.03,24409.84,8284.57,941.52,7020.55
1445.0,9821.75,866.53,5461.74,8256.88,975.76,2032.36,22260.02,6038.38,634.68,5755.72
1447.5,8064.0,903.37,5188.87,7476.36,1412.3,2148.49,20813.74,5417.37,772.1,4875.38
1450.0,7519.12,700.9,5132.22,7105.04,1167.18,2990.94,19208.07,4433.55,765.6,4048.85
1452.5,7009.23,996.15,4707.12,5357.71,1454.37,2219.48,17585.78,3469.73,931.58,3457.26
1455.0,5070.37,598.0,4229.44,4387.32,1352.32,2050.45,15572.24,2340.79,702.64,2565.67
1457.5,4349.4,1019.14,4311.28,3636.93,1055.33,2624.86,13776.07,2445.64,873.89,2261.07
1460.0,10699.48,1032.26,3805.75,3688.2,1158.29,1952.09,10735.03,1629.05,424.48,2017.98
1462.5,3253.21,50.0,3613.23,1691.58,1187.16,2091.74,10310.19,1468.88,441.07,1660.33
1465.0,3162.22,1239.8,3158.42,1855.09,1391.6,2605.18,8711.15,723.99,322.63,1757.68
1467.5,2619.67,50.0,3220.44,2748.7,1231.24,2212.01,7652.27,1478.29,868.28,1699.7
1470.0,1745.8,648.21,2548.49,1819.52,1192.07,1694.61,6493.79,1106.32,848.78,1690.1
1472.5,2214.16,1184.28,2368.11,1103.96,1136.17,2336.22,4872.24,1363.29,888.88,1523.48
1475.0,1749.05,744.88,2192.9,1338.83,1157.25,2026.48,4322.18,1270.73,609.72,1809.74
1477.5,2194.74,368.83,1784.3,1301.61,1354.85,2615.48,2876.82,1248.13,630.39,1332.47
1480.0,1570.62,490.14,1805.38,1508.76,1163.92,1929.43,2940.5,1162.74,709.45,1756.55
1482.5,1525.68,1182.97,1827.51,1803.68,1105.07,2431.59,1972.41,1475.58,987.84,1536.81
1485.0,1844.89,218.72,1347.08,1315.44,1079.83,2642.49,1373.8,1107.1,1032.73,1620.76
1487.5,1893.29,1215.56,1351.6,1004.36,1081.04,1806.76,1445.29,637.69,873.32,1353.36
1490.0,1790.29,828.12,750.62,1430.92,956.62,1997.11,1800.56,1399.83,791.57,1530.54
1492.5,1156.7,455.99,1076.11,945.61,1051.74,2163.91,1201.02,886.87,970.43,1616.03
1495.0,1805.39,654.85,954.55,835.73,1380.59,1759.92,1559.99,699.34,688.25,1213.99
1497.5,1340.07,512.64,811.13,599.33,1131.01,2097.54,668.2,820.94,664.71,1353.06
1500.0,1710.26,1128.07,1052.98,662.93,1264.24,1928.39,1259.08,1322.59,711.69,1035.26
1502.5,1220.34,10540.55,791.82,880.85,798.5,1907.8,606.91,1196.88,561.22,1337.65
1505.0,1767.29,282.39,780.63,790.01,1244.37,1985.51,897.32,456.55,704.44,1230.62
1507.5,1396.75,712.24,722.33,1275.57,1137.7,1978.53,877.2,1145.38,537.51,1318.03
1510.0,1254.39,561.79,461.75,784.58,1091.0,1993.67,1026.93,1772.74,918.53,1805.65
1512.5,1838.32,1266.64,566.3,153.4,1188.09,1741.82,872.44,1225.42,833.51,1608.95
1515.0,1696.92,402.26,877.36,837.36,1089.28,1742.02,512.14,1413.7,991.36,1105.02
1517.5,1442.77,1367.9,389.9,1024.89,851.32,1865.14,1095.31,1974.01,448.58,1412.03
1520.0,2046.6,832.45,589.52,983.41,1297.29,1875.13,1403.35,2020.41,1076.42,1443.26
1522.5,1487.83,463.38,639.14,1676.94,1198.23,1739.13,571.11,2284.17,460.16,1257.29
1525.0,1623.65,621.72,965.65,986.85,1117.09,1964.68,124.88,1087.35,527.84,1331.59
1527.5,1690.06,580.99,809.23,1477.5,1022.04,1284.08,974.93,3061.02,632.32,1340.19
1530.0,1425.75,426.3,599.08,1191.31,948.75,1610.43,687.34,2998.3,978.03,1078.39
1532.5,1742.88,873.93,884.04,1192.46,1197.0,1738.99,776.91,4106.64,791.09,1122.2
1535.0,1444.32,441.49,563.29,946.42,1400.77,1547.03,1049.74,3396.69,716.55,1306.81
1537.5,1476.61,130.11,831.74,1214.83,1194.92,2311.56,719.79,3626.32,633.6,1292.04
1540.0,1994.28,718.77,461.79,1006.36,963.4,1796.92,836.65,4984.56,553.32,1163.9
1542.5,1284.59,253.54,837.23,1338.37,1199.22,1834.82,965.32,5671.72,1035.34,1152.9
1545.0,877.73,597.05,606.65,1242.75,1159.12,1617.41,1623.76,6912.27,1031.22,1271.35
1547.5,2056.04,545.79,510.37,1059.48,1294.11,1752.37,1228.24,8056.81,1210.66,1439.65
1550.0,2327.85,558.23,638.57,1749.13,1257.46,1366.81,935.49,8692.89,1156.3,1312.75
1552.5,1455.91,1497.24,720.68,1640.88,733.23,1682.69,1163.62,9779.25,775.64,1618.33
1555.0,1001.96,861.64,610.87,1450.17,1252.02,1432.54,1920.32,11262.65,1236.6,1309.47
1557.5,1475.71,10929.28,790.27,1758.13,1028.89,1628.25,1811.84,12196.94,1816.13,1528.83
1560.0,1478.72,262.7,640.09,1822.62,973.4,905.14,2092.25,13393.99,2015.27,1551.8
1562.5,1502.85,629.76,866.26,1733.65,1163.25,1342.47,3422.85,15109.9,2406.98,1846.08
1565.0,1227.34,914.07,895.88,2233.78,1266.34,2142.33,4093.41,16330.42,2817.33,1821.09
1567.5,1720.45,508.91,898.36,2235.1,990.8,1934.85,4494.23,17305.41,3771.45,2490.66
1570.0,1699.97,1140.86,949.34,2388.09,1372.47,2078.09,5651.47,17747.76,4355.11,2224.63
1572.5,1102.5,451.02,1187.44,2458.23,1439.64,2090.32,6677.3,17761.32,5111.08,3131.17
1575.0,1742.57,750.76,1438.01,3190.91,1421.3,1858.02,8038.88,19077.04,8251.47,3317.65
1577.5,2135.78,652.99,1909.53,3842.09,1411.25,1497.47,9397.52,19212.23,6754.08,3906.98
1580.0,1578.8,898.51,2024.72,3806.68,1566.46,1306.24,9733.91,19594.27,7419.58,4619.61
1582.5,1424.71,635.64,2373.46,5246.01,2089.94,1979.94,12201.63,19314.67,8607.79,5201.6
1585.0,1477.58,756.7,3095.89,5120.19,2016.94,1633.57,14186.01,19262.07,9176.87,5665.97
1587.5,1695.52,768.31,3136.49,5665.68,2766.89,2384.3,15626.66,18373.96,10340.26,6631.52
1590.0,1001.78,605.69,3605.21,5903.51,3036.83,1483.21,17589.26,17585.87,11522.23,7608.9
1592.5,1553.95,1004.61,4130.63,6634.4,3568.71,2205.71,19629.92,17660.11,12893.31,7950.47
1595.0,1386.36,924.24,15888.04,6135.97,3913.26,1532.82,21103.89,15834.2,12933.38,9168.43
1597.5,2039.34,817.63,4904.96,5881.5,4758.82,1991.66,23215.68,15088.28,13660.69,9581.01
1600.0,1440.7,706.18,5308.75,6843.69,5493.53,2097.01,24506.17,14263.69,14353.82,10048.87
1602.5,1977.25,1107.61,5827.59,7388.38,5801.42,1240.34,25267.75,13026.79,14834.5,10457.81
1605.0,1158.38,770.44,5945.69,7410.55,6593.28,1401.4,26190.54,11752.73,14509.4,10906.54
1607.5,1650.55,747.6,6130.0,7536.33,6948.61,1223.41,25891.76,10360.32,14292.01,10822.35
1610.0,1567.24,882.42,6294.53,7889.88,7116.15,1155.23,27142.06,9356.76,13550.5,11088.75
1612.5,1213.47,1403.17,6157.19,7525.92,7447.34,1741.3,26781.25,8505.26,12737.63,10970.77
1615.0,1516.29,410.73,5782.41,7532.51,6939.96,1465.17,27027.83,7136.43,11874.99,10541.7
1617.5,1815.8,1100.93,5388.19,6772.45,7085.83,1536.76,26363.05,5366.83,10639.53,10381.95
1620.0,1359.86,230.75,5272.59,6467.72,6896.76,1688.12,25623.58,5034.82,9700.32,9658.63
1622.5,953.34,921.04,4763.42,7043.69,6376.85,928.3,24679.62,4770.87,8076.03,8922.72
1625.0,1440.69,1365.31,3908.04,6205.29,5648.21,1904.7,22750.15,3648.35,7334.33,8230.63
1627.5,1176.19,1010.55,3613.38,5592.55,4930.37,1388.13,21994.01,3958.06,6065.89,7555.48
1630.0,1336.21,906.98,3204.37,5195.7,4261.02,1658.04,19546.02,2879.0,5003.17,6715.99
1632.5,1408.31,668.4,2845.66,4779.59,3717.89,1680.34,17210.18,2564.62,3852.19,5811.93
1635.0,926.71,862.19,2454.31,4353.28,3303.15,1909.49,15679.51,2653.06,3202.66,5194.68
1637.5,948.7,770.06,1995.51,3768.83,2635.81,1443.53,13971.05,1920.32,2952.33,4471.62
1640.0,1560.55,595.96,1734.09,3317.1,2471.21,808.05,12605.05,12813.23,2187.85,3669.21
1642.5,1260.97,758.57,1398.13,3383.26,2355.01,1484.51,10430.56,1984.77,1870.2,3243.63
1645.0,3667.76,918.63,1078.24,2922.91,1786.89,1524.75,9164.61,979.9,1355.45,2895.0
1647.5,1636.43,603.43,981.31,3175.09,1413.82,1134.51,7849.76,1337.74,1276.28,2481.87
1650.0,1481.58,591.12,901.92,2641.76,1279.35,1499.31,6527.32,1690.39,870.6,2012.83
1652.5,1187.58,410.49,802.16,2396.39,1495.62,1336.24,5910.98,1355.66,1013.84,1875.85
1655.0,1006.23,983.36,448.61,1863.72,1309.68,1025.49,4924.63,1846.44,980.4,1391.07
1657.5,1634.47,1034.38,632.49,1891.17,1405.36,1650.7,4327.63,679.61,916.72,1219.69
1660.0,1487.42,932.33,670.36,1900.81,1173.2,1261.01,3129.25,619.11,663.39,1193.12
1662.5,2080.67,1172.6,595.99,1894.31,1357.53,1306.42,3139.88,1529.62,740.27,1364.43
1665.0,1500.1,886.31,586.79,1531.15,1204.42,1285.25,1773.79,1557.36,882.29,1076.26
1667.5,1486.56,986.23,691.37,1832.13,1116.34,1812.17,1412.79,1154.53,740.83,949.1
1670.0,1319.67,957.91,442.23,1419.89,1163.44,1410.07,1198.22,1373.71,722.48,1192.59
1672.5,1604.77,829.18,353.26,1624.96,1047.17,1444.28,1423.82,1500.89,1108.97,872.82
1675.0,1544.6,686.09,549.49,1169.13,1514.54,1278.76,1689.25,914.76,600.65,1246.44
1677.5,1724.9,1583.96,720.61,709.51,1211.1,1557.92,914.01,954.3,960.96,796.85
1680.0,1200.26,712.92,862.97,1363.98,1321.58,1831.86,866.83,1290.47,563.89,704.87
1682.5,1221.8,643.52,721.9,1496.19,1151.05,1609.89,893.19,1558.55,885.49,827.61
1685.0,1205.33,1003.61,372.34,1435.53,1078.18,1619.31,1128.93,782.22,895.3,806.24
1687.5,1574.82,944.61,563.82,1377.25,1200.51,1591.46,715.44,1145.75,679.27,711.29
1690.0,1779.16,403.59,639.49,1120.72,1398.63,968.39,671.19,1128.84,554.11,1241.85
1692.5,1200.69,1230.38,627.07,967.75,1164.24,1123.39,361.83,1377.76,420.83,876.94
1695.0,1207.28,833.13,683.08,1406.85,1116.11,1330.65,629.86,1218.21,662.04,894.77
1697.5,1420.99,501.32,457.02,1364.51,1269.42,1165.65,1253.61,1017.22,865.25,744.2
1700.0,1253.21,1253.67,609.31,1042.58,1323.04,1057.66,857.27,1690.97,580.84,721.4
1702.5,1601.87,1070.15,664.39,1585.3,1493.9,803.26,555.04,1020.81,789.96,969.34
1705.0,657.45,452.8,727.25,937.45,1308.95,965.43,1266.43,1114.09,510.97,539.89
1707.5,1072.99,1447.73,474.1,1034.97,1355.26,1303.96,609.03,627.17,732.16,619.65
1710.0,1082.94,1082.71,545.56,1757.15,1370.3,1360.53,1332.36,957.07,570.44,756.59
1712.5,628.11,864.59,179.6,1507.93,1100.56,1132.7,1326.95,1418.96,760.82,1004.27
1715.0,1023.75,1388.36,502.72,1109.63,1132.72,1403.37,841.63,1346.19,686.15,728.87
1717.5,1035.11,921.18,517.81,1320.05,1119.69,1241.56,281.84,1451.39,564.2,849.62
1720.0,1242.07,860.52,441.03,1277.54,1088.19,1716.17,1649.15,1433.75,659.09,784.9
1722.5,1625.36,654.44,624.99,335.08,1404.52,1323.52,964.17,2010.83,610.68,981.07
1725.0,1223.69,1061.11,5521.07,933.71,1335.85,1590.1,708.85,947.61,2790.35,524.22
1727.5,990.21,1027.31,248.92,1212.56,1310.55,1434.71,1171.78,621.2,969.9,886.2
1730.0,1273.74,876.91,632.99,1113.78,925.34,931.98,1081.52,835.18,714.09,735.86
1732.5,1596.18,614.47,455.63,1310.73,1611.44,1340.39,1302.39,965.88,387.38,909.64
1735.0,998.77,915.82,675.15,1598.29,1186.14,981.58,592.05,864.9,668.33,632.11
1737.5,1015.59,851.14,401.03,1127.13,1623.75,1332.67,947.25,1266.13,942.0,761.99
1740.0,1444.86,438.66,604.72,888.43,1118.35,1132.65,406.15,1701.5,644.77,739.2
1742.5,1213.4,394.07,556.28,1338.6,1218.67,1483.73,1075.74,1809.74,1046.54,594.83
1745.0,1466.49,1060.59,647.4,1127.43,1022.68,944.18,828.72,1421.89,11675.26,548.44
1747.5,1270.1,50.0,619.89,1183.53,1405.73,1367.21,940.0,2036.57,870.89,656.07
1750.0,1478.15,944.26,561.13,1140.06,1199.7,1540.61,787.55,1100.13,966.09,765.42
1752.5,965.88,721.46,362.54,1964.52,1212.25,1644.54,751.57,621.94,862.41,623.45
1755.0,1264.44,1306.07,371.9,507.66,1177.19,1121.62,530.76,1630.06,538.79,688.35
1757.5,1204.17,717.72,510.71,1110.62,1500.85,1365.2,1130.9,545.76,616.02,441.27
1760.0,906.99,1095.28,600.23,1236.34,1500.67,1416.56,1385.06,952.85,991.75,677.62
1762.5,803.06,750.59,507.36,984.2,1671.54,1841.74,648.99,1431.78,641.48,895.02
1765.0,1462.1,918.19,698.96,1531.43,1316.3,895.22,1051.51,1198.82,958.2,842.94
1767.5,9098.56,1122.54,558.87,1503.93,1459.24,1072.86,1009.91,1166.16,708.95,716.37
1770.0,956.96,731.12,452.7,1224.62,1249.58,2233.04,859.19,795.38,811.0,766.58
1772.5,1227.45,1208.78,559.52,1152.79,1400.59,1271.32,307.98,1234.88,540.16,596.11
1775.0,1585.57,558.83,637.96,1205.06,1385.5,8160.59,391.54,1616.03,678.81,980.49
1777.5,582.65,980.65,653.58,1208.04,1541.59,1173.98,581.82,1247.56,631.87,1048.66
1780.0,811.57,1186.64,894.88,1217.29,1635.07,490.77,4452.85,929.17,827.91,747.6
1782.5,978.76,1101.48,499.91,1182.3,1644.34,1430.69,1376.62,773.18,804.88,1127.96
1785.0,1677.83,1512.89,592.57,1326.17,1389.52,1608.17,1004.17,938.05,871.0,611.72
1787.5,1330.31,637.52,670.36,1489.65,1672.85,1070.28,863.61,1389.53,702.18,520.52
1790.0,1471.49,436.93,600.89,845.37,1534.69,1207.88,87.42,1371.82,624.57,604.47
1792.5,909.93,563.43,527.14,904.42,1508.47,1643.33,222.65,943.17,822.76,680.4
1795.0,914.86,1105.09,364.72,678.17,1467.57,808.03,882.84,414.67,607.91,1077.7
1797.5,1374.24,1052.67,526.13,1529.08,1505.03,941.88,1597.72,1402.19,982.84,668.43
1800.0,1258.77,924.04,439.1,1329.42,1858.05,1283.43,638.45,908.41,771.44,576.32
1802.5,1401.87,524.23,338.09,1412.97,1664.74,1119.69,1205.54,1504.27,734.34,569.22
1805.0,1184.59,1142.74,482.84,784.53,1662.39,1262.95,724.58,962.67,874.86,889.14
1807.5,1320.54,492.41,444.14,1830.38,1616.01,960.06,921.4,876.29,779.7,865.78
1810.0,1284.42,1272.37,697.49,1052.69,2030.24,1421.86,1343.54,1304.94,499.25,631.56
1812.5,1465.66,1828.35,700.49,1306.01,1881.73,1308.42,784.73,2132.55,605.72,411.93
1815.0,1473.48,1014.78,467.3,1529.78,1604.17,1526.73,664.82,1529.62,982.63,528.8
1817.5,759.78,1086.35,567.49,931.72,1688.95,1417.95,1429.57,1300.29,810.14,976.66
1820.0,574.77,735.37,319.87,1075.66,1717.39,1420.11,939.05,1384.39,497.05,813.5
1822.5,1528.64,305.48,531.81,1312.22,1790.25,903.98,1320.87,593.39,858.78,4942.56
1825.0,1582.67,700.98,670.75,2183.74,1686.91,1509.87,684.97,829.85,697.4,998.05
1827.5,933.32,541.51,737.17,1353.19,1874.72,1252.91,1444.49,309.48,641.9,1011.61
1830.0,686.24,426.52,498.87,1778.26,2044.38,1304.5,1040.98,1901.02,594.37,697.22
1832.5,1261.23,1463.39,773.05,1648.63,1661.52,1684.28,1104.44,1825.63,975.84,699.66
1835.0,1505.15,990.33,375.01,1376.93,1710.83,1132.42,1000.6,1400.56,449.6,610.4
1837.5,1759.36,1026.05,416.94,936.29,1827.74,1779.55,776.5,1304.45,650.45,656.83
1840.0,1382.55,801.71,720.97,1603.18,1857.41,1809.04,964.07,672.25,821.06,467.34
1842.5,1121.31,847.03,870.49,772.14,2236.94,1593.35,811.1,1172.64,1080.58,466.38
1845.0,967.8,1219.68,688.11,1780.45,2114.65,1052.27,1323.08,1927.91,899.1,429.54
1847.5,1233.26,894.62,605.64,1325.62,2130.09,676.06,910.19,1305.36,650.94,871.1
1850.0,1141.72,1079.51,271.65,399.52,1977.36,1696.4,450.31,1044.8,1073.37,454.44
1852.5,931.2,842.79,298.8,1151.2,1998.53,1394.63,391.18,597.65,561.51,1006.93
1855.0,1831.11,795.87,633.03,1475.22,1852.64,1127.5,381.17,1775.61,849.85,584.88
1857.5,1753.5,5862.44,557.75,1186.18,2204.25,1727.32,1234.12,1232.06,889.86,973.16
1860.0,1562.65,262.92,442.08,1496.4,2186.75,1092.08,603.37,599.87,647.21,642.12
1862.5,958.25,824.83,624.19,988.2,2328.25,1229.2,1134.63,912.75,928.13,452.98
1865.0,1479.89,929.7,632.24,840.61,2134.59,1526.14,1083.57,780.79,713.44,901.49
1867.5,1416.55,491.69,761.27,1242.69,2170.14,1014.84,1019.1,1211.22,928.7,920.03
1870.0,1358.61,901.77,636.29,1276.85,2241.31,1329.01,1208.93,1339.0,478.96,556.74
1872.5,1595.72,931.54,806.05,1153.98,2372.52,1703.95,1116.5,1073.01,865.73,647.15
1875.0,1415.26,10388.44,617.06,1666.99,2052.55,1430.22,90.89,1553.88,733.53,556.79
1877.5,1446.04,616.69,598.29,992.15,2400.99,1754.48,960.57,1292.51,1011.45,680.43
1880.0,1415.81,1049.94,781.69,1371.09,2315.89,1719.48,1239.93,1662.05,799.92,716.43
1882.5,1328.9,1044.31,465.1,1292.04,2189.54,1368.37,1687.77,1130.09,1030.13,644.22
1885.0,704.88,541.62,1053.96,764.44,2064.87,636.61,1714.21,2407.14,898.91,413.32
1887.5,1253.57,971.56,675.87,842.39,2375.23,1021.71,624.31,1053.47,786.6,608.29
1890.0,1065.74,1255.01,677.11,1275.83,2632.17,1606.15,1000.12,926.93,949.66,810.57
1892.5,853.31,1175.84,699.86,1916.82,2690.34,884.06,571.92,881.37,951.3,667.09
1895.0,1723.58,891.7,910.01,1461.65,2522.05,1266.87,1695.76,1187.83,894.58,648.58
1897.5,1737.64,770.93,742.09,712.88,2781.59,1475.26,1523.92,622.45,404.09,553.78
1900.0,1629.23,719.25,370.46,263.26,2512.42,1829.2,1296.34,1378.63,637.24,604.44
1902.5,1305.12,1079.01,837.63,1513.68,2682.02,1191.17,1241.33,553.91,1058.13,922.41
1905.0,1627.19,990.97,567.35,1244.72,2500.0,1170.42,1691.19,1329.93,589.69,521.45
1907.5,1234.21,1134.07,637.25,1647.76,2513.81,1355.69,1642.17,762.92,970.04,814.51
1910.0,1290.53,972.57,422.51,990.98,2512.61,1482.33,1635.25,1127.38,939.28,708.69
1912.5,910.01,1198.29,703.01,1391.9,2332.43,1325.19,1394.83,1497.8,685.39,740.04
1915.0,1348.2,962.74,520.68,1553.85,2843.89,1701.79,1116.96,2135.96,460.4,586.48
1917.5,1249.64,1189.54,637.66,1133.89,2582.83,1125.08,1532.66,867.74,714.26,646.64
1920.0,849.54,1218.93,578.42,1141.52,2580.01,1412.91,1563.61,1216.34,1184.93,701.36
1922.5,1217.56,672.5,921.56,1288.96,2544.58,1515.12,1214.08,1001.79,662.99,620.58
1925.0,1209.54,345.68,930.82,1457.88,2706.64,1251.71,1169.95,947.55,675.76,754.98
1927.5,1761.45,1442.64,630.85,1277.45,3013.22,1639.71,1719.44,1006.24,640.15,775.1
1930.0,1496.45,1023.29,633.94,1599.49,3079.5,10977.86,1925.18,1584.2,1033.64,1045.37
1932.5,1237.51,380.26,566.45,1133.28,2547.38,1625.21,1069.19,1092.52,775.22,747.47
1935.0,1307.66,708.75,796.38,852.23,2755.01,1440.13,1259.24,2120.04,707.7,403.01
1937.5,1247.98,1195.83,574.12,1927.67,2671.23,1497.78,1495.8,1432.84,1070.46,887.36
1940.0,1175.82,853.5,560.16,1088.93,2982.06,1183.37,1559.94,898.44,922.83,672.53
1942.5,917.88,778.98,777.75,1101.39,2893.45,1184.58,1211.46,1140.36,657.12,1021.62
1945.0,1191.96,1405.81,542.77,1265.51,2771.58,1764.79,2094.87,977.69,603.58,936.8
1947.5,1017.61,607.0,620.82,1309.44,2887.67,1581.56,1583.62,1579.24,1027.15,626.08
1950.0,869.96,689.99,381.71,1162.56,2818.62,1064.22,1639.1,664.87,824.92,819.58
1952.5,1387.96,1021.59,736.7,1283.31,3135.17,1440.98,2098.1,777.18,547.3,612.81
1955.0,1353.21,1081.73,928.96,1276.74,2988.59,643.72,1318.19,1058.91,506.24,707.07
1957.5,713.86,1117.99,740.11,1347.21,3015.19,1206.66,1464.91,1537.62,625.24,813.4
1960.0,1203.23,1255.29,855.4,524.51,2534.65,1686.86,1061.57,1744.58,603.83,882.54
1962.5,1532.31,1024.03,497.7,1903.33,2921.77,1348.31,1468.44,1800.48,461.07,848.62
1965.0,1551.5,1120.84,666.03,1244.56,3242.03,1424.97,1010.73,1481.9,629.72,719.88
1967.5,1542.22,877.91,483.41,1481.94,3135.96,446.66,1834.8,1252.63,662.28,1099.33
1970.0,1252.82,984.97,594.79,845.76,2675.38,1267.09,1733.99,1582.41,743.86,651.36
1972.5,993.67,1001.49,750.33,1141.41,2902.46,1496.02,1500.16,855.52,1127.26,456.22
1975.0,924.11,1038.56,646.7,1076.65,2774.19,1536.44,1581.58,593.43,779.67,486.89
1977.5,1344.28,1222.73,412.1,1773.85,3201.0,1692.46,1910.27,1449.85,797.82,941.95
1980.0,1355.03,1153.66,427.64,1106.19,2986.04,1326.92,1243.89,909.34,918.56,698.26
1982.5,1622.37,988.67,417.76,1543.87,2836.59,1341.6,1745.21,1262.7,786.46,735.74
1985.0,1567.9,711.78,708.7,1086.6,2951.55,977.99,1941.98,1332.66,900.21,625.7
1987.5,1206.47,1000.54,953.06,1151.63,2561.69,1330.97,1065.02,1381.45,879.49,640.23
1990.0,880.38,971.44,844.62,1219.67,2780.07,1001.53,1973.13,1640.77,851.94,587.99
1992.5,1152.74,1045.97,339.43,1717.67,2938.79,819.15,1140.57,1601.69,1322.08,786.43
1995.0,1310.9,1706.42,854.49,686.45,3050.86,1058.15,1720.27,1363.26,993.04,697.33
1997.5,1188.31,7826.03,779.67,873.87,2635.8,1869.15,1361.41,1124.87,639.57,781.53
2000.0,1078.5,1127.85,395.01,669.21,2855.84,1314.13,2315.59,1331.7,897.99,766.88
2002.5,1323.18,1341.52,588.12,949.5,3050.17,1468.09,1400.36,1068.18,692.11,646.82
2005.0,1101.44,1026.77,805.53,1039.94,2680.01,1239.77,1240.84,1218.74,912.53,484.65
2007.5,1065.59,1761.53,721.34,779.61,2914.94,841.62,1902.43,2275.24,589.51,471.35
2010.0,1342.22,876.3,433.21,1066.59,2879.22,1694.11,1723.36,1361.95,637.53,1191.45
2012.5,1133.24,1108.5,731.48,650.94,3107.72,723.94,1348.08,1463.09,895.91,3062.23
2015.0,1323.68,744.15,305.46,975.77,2809.71,1229.94,2098.52,1030.1,1012.55,926.81
2017.5,1332.85,893.16,602.93,1697.84,2803.97,1386.95,1208.6,1678.03,925.14,610.09
2020.0,918.47,1092.31,814.45,1439.49,2939.1,1476.77,1571.06,1581.15,988.09,9267.8
2022.5,1112.47,1290.52,641.13,1369.96,2604.12,1178.62,1755.14,1584.39,903.3,588.75
2025.0,1676.88,1121.16,561.26,983.7,2749.33,832.2,2269.63,1377.71,868.06,510.98
2027.5,913.72,1431.52,777.05,811.05,2697.75,1156.86,2465.05,1685.66,748.47,625.24
2030.0,633.92,991.99,790.69,940.87,2726.23,1173.98,2412.9,1775.34,982.87,927.06
2032.5,709.42,917.65,843.11,1297.98,2852.19,1167.15,1977.04,1405.05,1021.03,851.07
2035.0,1265.59,1913.46,775.9,1595.09,2790.05,1712.43,1173.82,1256.43,828.29,566.46
2037.5,1266.77,1161.75,808.41,1606.98,2579.78,1031.11,2207.05,1635.61,819.25,670.01
2040.0,1223.78,801.1,754.74,1519.39,2689.15,1504.99,2613.03,961.4,1123.22,837.88
2042.5,1615.69,812.85,682.61,1075.31,2866.55,1461.2,2543.93,1031.83,837.44,630.52
2045.0,474.4,735.22,655.69,1323.89,2505.73,1712.55,2281.95,1281.76,855.03,733.33
2047.5,1376.61,1353.23,605.39,1212.21,2627.06,1371.73,1701.72,649.06,928.12,784.47
2050.0,1719.67,931.69,454.48,1252.08,2555.63,1661.22,1956.78,1613.41,825.26,783.17
2052.5,930.28,1096.28,494.76,1980.67,2552.4,1361.08,2858.94,942.27,697.45,762.05
2055.0,1150.68,1037.81,599.62,746.18,2300.43,1551.35,1665.34,1127.21,910.82,619.58
2057.5,1041.73,1301.71,681.23,1243.61,2722.55,946.97,1776.88,1224.67,837.32,636.16
2060.0,1000.83,789.88,867.72,1714.73,2379.72,593.11,2545.05,1320.0,1171.96,544.87
2062.5,1168.39,719.27,638.07,844.91,2619.8,1535.94,2063.44,1176.93,985.3,477.97
2065.0,1684.28,1148.48,800.65,1113.07,2355.25,1553.48,1806.2,1281.16,740.01,706.08
2067.5,1805.37,1276.0,812.81,1151.2,2330.98,1568.11,2796.65,1284.65,975.81,853.04
2070.0,1167.55,1192.72,609.83,1251.46,2576.23,1256.39,2424.53,1139.9,901.52,507.72
2072.5,1826.58,823.98,738.41,805.99,2520.3,1886.49,2132.83,1018.12,1079.95,768.36
2075.0,1278.03,1314.74,608.75,1519.34,2381.53,1278.28,13042.31,1714.5,754.73,849.32
2077.5,1783.45,854.87,852.07,1543.29,2438.46,1554.19,3032.31,519.88,881.92,437.14
2080.0,1241.51,932.43,745.98,1492.82,2260.99,1609.25,2296.03,1232.77,831.33,684.07
2082.5,1308.09,799.32,463.01,1045.4,2278.15,1961.17,2819.38,1134.62,859.85,986.19
2085.0,1377.63,1538.35,673.18,1357.43,2158.82,1326.05,2647.78,1468.23,692.76,814.37
2087.5,2204.84,1325.26,904.23,1037.75,2364.25,1221.84,2147.18,766.12,952.81,433.51
2090.0,1521.71,1321.28,620.79,1222.97,2107.01,958.69,2159.16,1124.79,925.29,831.96
